avg_engagement_interval,timing_regularization,nighttime_activity_ratio,burst_engagement_count,unique_profiles_interacted,repeated_engagement_ratio,engagement_network_density,suspicious_group_overlap,comment_similarity_score,keyword_bot_flag,language_switch_frequency,sentiment_pattern_stability,authenticity_score,bot_probability,anomaly_type,flag_label
28.156085398611545,0.5497032193561481,0.5105156546977392,9,185,0.1392528211830038,0.6140694949869279,0.36215577177385017,0.7248946238985476,0,7,0.8974417222257605,0.5830757633231729,0.3556691758005451,Suspicious,0
180.60728585505126,0.7720720952613348,0.3674339628273545,9,251,0.3389896664727596,0.7895328486499983,0.20337739964597212,0.8069804377559002,0,4,0.21989990122794084,0.6343391476888396,0.25301886563449005,Organic,0
79.00474161272696,0.6064001025906998,0.7715988198911528,6,148,0.7934912576546503,0.7575657775233324,0.6840936028134895,0.32007764777546965,1,5,0.4289773772566123,0.26515267399895476,0.5032322701024987,Suspicious,1
54.7765532265572,0.17497232480061675,0.17518276078739056,19,280,0.014045919837739463,0.33381443756694823,0.23734674658553445,0.6586772995485198,1,1,0.7143951253325347,0.06660571978231988,0.9001924984064679,Coordinated Group,1
10.177492227740776,0.26702221310519986,0.47028513279915257,13,281,0.18645986884060428,0.6730875414780341,0.5713002675737238,0.5434743110973611,1,5,0.24977860491058454,0.16090647923375195,0.5775411435420442,Suspicious,1
10.17577751487631,0.2973953656278272,0.5601680119921781,24,226,0.227957938266721,0.5394113201252032,0.8394680855466904,0.10308406756085908,1,5,0.2964763705370171,0.0,0.8688054891861574,Coordinated Group,1
3.5903261165208407,0.3320778282803604,0.6604515914763054,29,216,0.23669619785829943,0.6960859270371887,0.5164100783438919,0.2897013639834032,0,8,0.5407712412436704,0.11169672144935702,0.5897495505824125,Suspicious,1
120.67385186879636,0.6088630527554538,0.3255768243424057,7,156,0.0887280253946816,0.13731946217184476,0.593485137691035,0.12247682039517738,1,6,0.32827107508442,0.4611464520926557,0.5380449911874506,Suspicious,1
55.14492921763587,0.5535692018428542,0.5495375261259853,25,141,0.7633977241234633,0.6143001630551844,0.9681336050270949,0.803632305414814,0,7,0.45196837749221813,0.1310986170177214,0.5439156181640127,Suspicious,1
73.87500370227542,0.28284403452778806,0.24256117710742622,8,47,0.14356252800387778,0.47338010185333745,0.3192031820440344,0.6997650170802526,1,2,0.5592777340747637,0.26501992552939735,0.5206027335496584,Suspicious,1
1.2479584799483172,0.1607993591101184,0.34838087388945627,23,112,0.7467069472279686,0.4366864783482062,0.7974206945554314,0.8030283530371619,0,3,0.35970794037652615,0.0,0.927131194501486,Coordinated Group,1
210.21344850949873,0.2542889840272463,0.7165017049627194,4,200,0.3195555998987745,0.5858310395895473,0.6868097867841202,0.6414809442572112,0,9,0.6272084366425528,0.4646111453773242,0.47463999889824376,Suspicious,0
107.1857726012805,0.985943181356743,0.7599260874647635,24,229,0.41158628248283696,0.22571770867659555,0.11316579154346018,0.5185809623161388,0,7,0.4951219335736772,0.46949570593352036,0.5041057712119127,Suspicious,1
14.32125751493682,0.5216922548123251,0.5750538775418118,20,83,0.4165657556444656,0.06892733489204246,0.989753288477903,0.4754663108324547,1,9,0.3175612324769575,0.10254306737948957,0.7663021071947476,Coordinated Group,1
12.040739324979802,0.8806109542319012,0.299481512620948,7,145,0.6418339399982673,0.40667554203358114,0.689578897515072,0.33605715838379024,1,9,0.6253681383381304,0.43108862844980367,0.48479991389152766,Suspicious,0
12.156685369935424,0.863877220001959,0.6560462319797313,19,59,0.65816985068021,0.24868564556268838,0.013939875575371352,0.8757377573132034,1,2,0.23609856924156702,0.21782098813024986,0.6359939090778961,Suspicious,1
21.765223767628626,0.5603676017165864,0.020693665380336148,28,143,0.5766192252333241,0.21256032123595944,0.7223499240069341,0.4660293645404231,0,7,0.9554305796791562,0.1405313666216293,0.6729583367314916,Suspicious,1
44.635669851651265,0.7360189376144891,0.08219672843153686,4,26,0.6963916351960511,0.7988326671182331,0.13389216333502485,0.21435004880765873,0,2,0.8005251041833448,0.5924253115817626,0.3092903215551679,Suspicious,0
33.9322240068202,0.27347680937144103,0.529098989100289,26,103,0.007472861128261887,0.16631003957367452,0.2933101725890528,0.747015854366725,0,7,0.5619426039215729,0.2011632130139086,0.7034012492488075,Coordinated Group,1
20.65337955323649,0.7195570344342175,0.23299886021604596,19,144,0.4543293880791926,0.19610559619067502,0.34837357451397555,0.33748185337321834,0,1,0.20440762576095786,0.40681303412668435,0.4258091690932709,Suspicious,0
56.78225243398792,0.34514612133696054,0.7611089747203823,17,75,0.4716228096176547,0.2737672896460964,0.3097660728033773,0.22346825452239816,0,0,0.23496215191010697,0.24775288444985055,0.5686641619129517,Suspicious,1
9.01407172364032,0.8488558870787357,0.3488484896738438,3,45,0.21540585680176413,0.40263159641568624,0.7444491727089295,0.7910533933805044,1,2,0.8570137993192162,0.6098061864988387,0.30956658282308475,Suspicious,0
20.730930720144137,0.17535171979801895,0.3434918563113416,10,242,0.5007338172888358,0.6965976962323214,0.7532650970013692,0.4474720350509377,1,7,0.4320406758156982,0.07078904804569205,0.6380737995722925,Suspicious,1
27.376633093250824,0.7958248055967497,0.5424636081527451,20,83,0.4204416327424878,0.14935122709240473,0.5284692622217407,0.20301533723366227,0,5,0.34948698110779414,0.4384465796422952,0.47228888142048336,Suspicious,0
36.5360812715865,0.18994321591175758,0.6140548498449517,21,67,0.4249010778295974,0.4966123178022691,0.5670189055889232,0.6723901347327272,1,3,0.5354062332695687,0.0,0.8672458009674355,Coordinated Group,1
92.27616066185472,0.8930703132048781,0.3804469905001092,19,279,0.1066054779221701,0.301133783760862,0.3136088713615772,0.8169472609776919,0,1,0.6099766712239348,0.5978868465591214,0.2437736349242174,Organic,0
13.364151727721417,0.3737840663215034,0.17120072136937933,10,88,0.39173628447051784,0.6395626339456244,0.023203538113406474,0.3999709006116753,1,2,0.31157710890941304,0.20270448115292966,0.538539760655878,Suspicious,1
43.321749301987666,0.6889540283475173,0.6186469141804973,13,42,0.689787655696666,0.48548486158254706,0.3517190187925403,0.23286782960370989,0,4,0.6970062276131268,0.42087405079809215,0.44689309453134124,Suspicious,0
53.850283278585636,0.5387520507582518,0.25628101989890206,25,205,0.3689909920980398,0.6381236731479218,0.00942180779310231,0.024423768934113355,1,4,0.8958732407638859,0.04201206108304725,0.8171190593888505,Coordinated Group,1
2.8538309853845125,0.42967283073610507,0.14008861543508608,12,227,0.43874858119214527,0.685521833933205,0.864789270456251,0.8682059406653353,0,0,0.5644251103852482,0.38321184101040895,0.5192403112681249,Suspicious,1
56.11998123897661,0.6808976498651468,0.5053121519400107,27,49,0.8707683705346041,0.7305828294137122,0.6407733168212361,0.44782368001106887,0,6,0.851110815440707,0.12921831377219217,0.5518192494990097,Suspicious,1
11.217675118644985,0.9527706824961142,0.07236293359228033,3,284,0.7846058558244002,0.7965845891796115,0.9792715799170056,0.88807737690997,0,2,0.3999251159224768,0.691003584500737,0.21033364698717205,Organic,0
4.035835852758255,0.13714277263715968,0.777082140068844,15,230,0.8358301416165383,0.49890274977046495,0.182918886088988,0.7045764035592682,0,6,0.8373542530865914,0.06782234383361835,0.7136067135497588,Coordinated Group,1
178.42126761041584,0.9269675702947938,0.5059178115297096,5,199,0.0699088956511419,0.5136534518290364,0.6578261998029624,0.4943982178699171,1,8,0.26446086402271773,0.659177783118721,0.3253444415423407,Suspicious,0
202.23782054767037,0.6481734895189122,0.7887164167374047,22,193,0.5567226089659483,0.12105716504786677,0.18792350213501186,0.6987653461693605,0,4,0.6113942100630331,0.29040329540300497,0.6499411509969362,Suspicious,1
99.1398943687726,0.8265828706921471,0.27111473878290887,12,71,0.20107068714055537,0.09302506018874039,0.6389802282855094,0.3111315377379238,1,4,0.6505145171458084,0.4529702292039069,0.4219146333340972,Suspicious,0
21.797271598125498,0.4454874580908499,0.7769641289523184,22,22,0.36381928765426946,0.3952245458111218,0.49178134234294646,0.1972923577106651,1,0,0.39526662993569417,0.04693127608247746,0.9190352432980303,Coordinated Group,1
6.1666389001503745,0.5246586773538524,0.11644979818289887,19,48,0.6117751550003693,0.5580137091796281,0.6646809694150035,0.15066269807946386,0,9,0.3222033517260192,0.2621301255101488,0.6685246299858276,Suspicious,1
69.1650457859197,0.8819656766210476,0.03255581787762276,4,234,0.5210234089713212,0.20607585908756335,0.7253202874050327,0.9171859797253085,0,6,0.46385123569766834,0.7180091489524607,0.23173576784844335,Organic,0
34.8054505551239,0.4733631728288408,0.02638724836368205,18,91,0.45515908324437143,0.26845825933301903,0.522830471747262,0.7442795635630006,0,1,0.5501514070005054,0.300133861441109,0.44906010128935897,Suspicious,0
7.809134037266919,0.5811936100741765,0.3718962964793817,20,234,0.7330035928241668,0.563101071409487,0.4937527139644762,0.9361280905333397,1,9,0.582470241267748,0.037362393856504875,0.7528816261090606,Coordinated Group,1
41.01283368804901,0.11817543077589962,0.06640335798287582,9,274,0.6143387664507982,0.17721236313388994,0.06970668409230996,0.7637774879677588,1,9,0.5523578467645273,0.02478608545271034,0.8870880025995764,Coordinated Group,1
2.099623286608745,0.24273820525423806,0.4097343073340814,4,254,0.7389405957637527,0.4218831738918658,0.36374327927376904,0.3862299757024006,1,1,0.5241811079595682,0.13302025723132654,0.5551574370040779,Suspicious,1
144.02537324358144,0.6775178571773198,0.2620004028071204,13,200,0.838739021926602,0.4355115940874327,0.3019567200684551,0.9379268242572268,1,0,0.636550657478101,0.17047055534401265,0.5369247221318977,Suspicious,1
17.967466610441164,0.7452792109574894,0.2685031939792925,3,154,0.6407737217617537,0.7343924666088754,0.6255797716750474,0.5880336883630947,0,7,0.9144094344232128,0.6304074889502186,0.3492888887698604,Suspicious,0
65.17534791389882,0.6243408431060494,0.5084871972361359,5,163,0.35585587303524274,0.32779620973892243,0.27596995240819844,0.9351404642504715,0,2,0.6140850338320432,0.6220803263091186,0.27453675952765233,Organic,0
22.41279489945742,0.2289790326480496,0.13047840492129614,4,283,0.19150051449899747,0.17633215187173432,0.23236596172639745,0.21176734162472988,0,2,0.984224716300609,0.4903726953076589,0.46520417232256345,Suspicious,0
44.04665375455372,0.5008648857200514,0.6132426962717848,23,7,0.24382378882250924,0.14737639256931745,0.8486811112758519,0.37259762342170444,1,1,0.466725484813387,0.09395197287993956,0.6253911832707145,Suspicious,1
47.473427878907856,0.4195852897268708,0.4656247358229078,28,11,0.3569670675438388,0.24159205676108716,0.8284500168000191,0.3750641217776257,0,6,0.4226853698836762,0.1360358579336171,0.7133997215717648,Coordinated Group,1
12.263315970474345,0.5460952096315795,0.7319557030780088,28,132,0.6660819933933104,0.23034721801952374,0.32854557116845107,0.005707533089001959,0,8,0.6983747196579428,0.10655634013112998,0.8230594462323889,Coordinated Group,1
209.5684279641736,0.8832961310986849,0.2918725230140187,1,113,0.03613920570389546,0.6026559005597881,0.08571716396945017,0.6918971678930975,1,3,0.43859081157195146,0.7141396371715072,0.18239127006619807,Organic,0
89.53472262828845,0.7982752947927867,0.7861719936537005,5,81,0.7328533275699839,0.47904058756593115,0.4975888406900171,0.8979852106730971,1,3,0.5988721944952904,0.39594831579206485,0.4978919800711721,Suspicious,0
168.30566515749493,0.17559055125024306,0.4606621173712186,1,49,0.6823214384227602,0.5491175802905375,0.45125468578676553,0.9180839229432856,0,5,0.32999124695518967,0.3664321774316268,0.4980039848130173,Suspicious,0
135.1291198520518,0.9012782779971079,0.7787215649500271,11,152,0.4494749877739324,0.5079333604928434,0.8698410881287725,0.7970264778783214,1,3,0.4415857432349748,0.43246330933304095,0.44176198907181213,Suspicious,0
54.6632647429965,0.5245904360348412,0.021648523237692265,21,92,0.35970014408785284,0.39018370485876097,0.5469363249543356,0.2543520594296974,0,6,0.7230539669352611,0.30438517479106475,0.5256154513214824,Suspicious,1
152.9661227561643,0.7694759303973986,0.5823810579299104,3,134,0.10142734693656558,0.7433382348757772,0.9427714369333936,0.38504982061380255,0,5,0.9905078789458801,0.8043097611177297,0.16613957359143708,Organic,0
5.559327537186937,0.22603530813791695,0.6532972194341891,12,185,0.2607314183236517,0.6557612872474755,0.48334576080071845,0.3310100340177279,0,8,0.4644752443753844,0.3347982285718629,0.5763939779974715,Suspicious,1
13.088081677876048,0.7036475731363433,0.042538629341190064,16,230,0.09866526602017019,0.17655012451615873,0.6672915525488301,0.4493410535624597,1,4,0.5048807856969866,0.35555754009545393,0.554551963908116,Suspicious,1
2.776917941209917,0.3126934158485122,0.4631757312129966,5,77,0.7369960637408289,0.3446938298057754,0.47970741223460667,0.45588458767424966,1,3,0.5502165741045083,0.15191455546867408,0.5492604990402248,Suspicious,1
